// Links at Challedon
// Club ID:  230
// Events:  54
// Date:  Sunday, April 5, 2015
// 
23015082608230;8/26/2015 08:30:00 AM;Club;Club Championship--Day 2;TBD;8:30 AM;8/23/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;7/13/2015 06:00:00 AM
23015090109438;9/1/2015 09:00:00 AM;Away;Montgomery CC;$46;9:00 AM;8/29/2015 12:00:00 PM;240-912-9529;0;R100;;7/20/2015 06:00:00 AM
23015090208230;9/2/2015 08:30:00 AM;Club;Regular Play;TBD;8:30 AM;8/30/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;7/20/2015 06:00:00 AM
23015090908302;9/9/2015 08:30:00 AM;MISGA;Summer Frolic, Sept 9-10 @ Carroll Valley;TBD;8:30 AM;7/31/2015 12:00:00 PM;Contact your Rep;0;;;7/27/2015 06:00:00 AM
23015090908442;9/9/2015 08:30:00 AM;Away;Bretton Woods;$50*;8:30 AM;9/6/2015 12:00:00 PM;301-948-3357 ext. 310;0;;;7/27/2015 06:00:00 AM
23015091509610;9/15/2015 09:00:00 AM;Away;Bay Hills;$40;9:00 AM;9/12/2015 12:00:00 PM;410-974-0669;0;;;8/3/2015 06:00:00 AM
23015091608230;9/16/2015 08:30:00 AM;Home;Compass Pointe & Montgomery CC;$38;8:30 AM;9/13/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;8/3/2015 06:00:00 AM
23015092308230;9/23/2015 08:30:00 AM;Home;Beaver Creek, Hunt Valley, Bretton Woods;$38;8:30 AM;9/20/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;8/10/2015 06:00:00 AM
23015092409220;9/24/2015 09:00:00 AM;Away;Sparrows Point;$48*;9:00 AM;9/21/2015 12:00:00 PM;410-477-3636;0;;;8/10/2015 06:00:00 AM
23015093008230;9/30/2015 08:30:00 AM;Home;Timbers At Troy;$38;8:30 AM;9/27/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;8/17/2015 06:00:00 AM
23015100709646;10/7/2015 09:00:00 AM;Away;Compass Pointe;$42;9:00 AM;10/4/2015 12:00:00 PM;410-255-7764;25;;;8/24/2015 06:00:00 AM
23015101408230;10/14/2015 08:30:00 AM;Club;Beat the Pro & Party;TBD;8:30 AM;10/11/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;8/31/2015 06:00:00 AM
23015102209230;10/22/2015 09:00:00 AM;Home;Ryder Cup - Day 1 @ Home;$38;9:00 AM;10/19/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;9/7/2015 06:00:00 AM
23015102909232;10/29/2015 09:00:00 AM;Away;Ryder Cup - Day 2 @ Musket Ridge;$46;9:00 AM;10/26/2015 12:00:00 PM;301-293-9930 ext 110;0;R89;;9/14/2015 06:00:00 AM
// 
// End of File
